price,minimum_nights,host_id,neighbourhood_group,room_type,number_of_reviews,reviews_per_month,availability_365,longitude,latitude
45,5,67130668,Bronx,Private room,46,1.55,174,-73.92183,40.82692
80,2,2807776,Brooklyn,Private room,25,0.95,68,-73.96657,40.64918
99,2,102367813,Brooklyn,Private room,7,0.24,0,-73.95359,40.7176
45,1,14898658,Brooklyn,Private room,41,1.41,22,-73.98048,40.64237
59,2,3236595,Manhattan,Private room,66,2.24,6,-73.95072,40.80934
82,1,113399802,Brooklyn,Private room,21,0.78,89,-73.93679,40.67138
110,6,30097523,Manhattan,Entire home/apt,5,0.17,0,-73.94988,40.82167
95,3,36980831,Manhattan,Private room,2,0.07,83,-73.98398,40.76617
58,2,113409633,Brooklyn,Private room,3,0.11,0,-73.96052,40.71976
69,2,17791467,Manhattan,Private room,70,2.38,0,-73.93755,40.8236
50,2,16300594,Brooklyn,Private room,9,0.31,0,-73.95395,40.71586
60,5,24419810,Brooklyn,Private room,18,0.77,66,-73.92025,40.70322
73,2,2626535,Manhattan,Private room,1,0.03,0,-73.98149,40.73126
139,5,11105949,Brooklyn,Entire home/apt,13,0.48,0,-73.94987,40.69309
55,6,48183551,Queens,Private room,69,2.44,253,-73.88285,40.74552
97,1,100672521,Manhattan,Private room,121,4.11,127,-73.98909,40.7128
99,1,100672521,Manhattan,Private room,125,4.31,119,-73.99008,40.71203
159,8,113521983,Manhattan,Entire home/apt,33,1.21,8,-73.98241,40.73328
153,2,5744776,Manhattan,Entire home/apt,4,0.14,3,-73.94919,40.77565
243,1,21353088,Manhattan,Entire home/apt,41,1.39,8,-73.98066,40.77786
60,2,68123997,Queens,Private room,43,1.5,90,-73.88019,40.741
100,3,73541674,Queens,Entire home/apt,2,0.07,200,-73.91687,40.77319
125,1,15851669,Manhattan,Private room,1,0.03,0,-73.99344,40.7429
30,1,113558700,Queens,Private room,74,2.53,358,-73.86147,40.72804
47,3,113682832,Queens,Private room,29,1.02,126,-73.81034,40.69637
99,4,23297219,Brooklyn,Entire home/apt,16,0.54,86,-73.96532,40.71819
150,1,57455831,Brooklyn,Entire home/apt,1,0.04,0,-73.96606,40.6944
150,1,57455831,Brooklyn,Entire home/apt,5,0.19,0,-73.9665,40.69259
400,4,570464,Manhattan,Entire home/apt,8,0.74,42,-73.95419,40.80926
35,1,53127489,Brooklyn,Private room,2,0.07,0,-73.96119,40.71404
175,2,113905045,Queens,Entire home/apt,6,0.21,176,-73.91409,40.77103
85,1,113986628,Manhattan,Private room,18,0.68,357,-73.94868,40.78568
57,2,6194871,Brooklyn,Private room,31,1.05,40,-73.95411,40.7097
195,2,18165343,Brooklyn,Entire home/apt,59,2.03,0,-73.99917,40.65729
40,1,113558977,Queens,Entire home/apt,101,3.47,74,-73.86173,40.72651
100,5,24270606,Manhattan,Private room,32,1.2,0,-73.95833,40.81037
150,3,15194358,Brooklyn,Entire home/apt,19,0.65,7,-73.98302,40.68482
155,3,2092961,Brooklyn,Entire home/apt,53,1.97,110,-73.9468,40.70881
45,2,40872011,Brooklyn,Private room,22,0.83,51,-73.91941,40.68533
59,3,114071959,Brooklyn,Private room,64,2.24,162,-73.94368,40.72556
65,3,7039858,Queens,Private room,23,0.81,23,-73.92793,40.76882
91,1,104122404,Brooklyn,Entire home/apt,117,3.99,60,-73.92868,40.63844
118,1,8715723,Manhattan,Private room,95,3.93,224,-73.95505,40.80769
199,2,679157,Brooklyn,Entire home/apt,4,0.15,179,-73.97236,40.68125
40,1,40972641,Queens,Private room,18,0.61,0,-73.78821,40.74202
51,2,3003330,Brooklyn,Private room,24,0.83,99,-73.94447,40.69175
30,1,114209467,Brooklyn,Private room,1,0.03,0,-73.91165,40.69482
87,1,114219274,Brooklyn,Entire home/apt,116,3.99,242,-74.0303,40.62203
215,2,9772108,Manhattan,Entire home/apt,28,1.0,0,-74.00825,40.73452
30,1,113558700,Queens,Private room,59,2.01,89,-73.86223,40.72727
900,1,21929511,Brooklyn,Private room,1,0.03,89,-73.95519,40.6932
71,3,473063,Manhattan,Private room,76,2.59,25,-73.98278,40.7265
200,2,1239078,Brooklyn,Entire home/apt,35,1.19,0,-73.95817,40.72881
225,3,25967444,Brooklyn,Entire home/apt,15,0.55,0,-73.96155,40.71247
250,3,21959207,Manhattan,Entire home/apt,67,3.35,149,-73.98895,40.72085
34,3,1568820,Bronx,Private room,7,0.79,126,-73.90077,40.85615
79,3,23878336,Bronx,Private room,98,3.45,68,-73.89322,40.87031
60,3,23878336,Bronx,Private room,77,2.7,65,-73.89465,40.86917
20,4,40134417,Brooklyn,Entire home/apt,17,0.58,0,-73.95575,40.73076
165,3,114416273,Brooklyn,Entire home/apt,55,1.95,171,-73.93235,40.63956
46,1,105061915,Manhattan,Private room,25,0.97,91,-73.94434,40.80379
85,5,3143126,Queens,Entire home/apt,2,1.05,0,-73.91558,40.74615
99,1,3660702,Manhattan,Private room,136,4.62,61,-73.9916,40.7455
206,3,8635827,Brooklyn,Entire home/apt,42,1.46,0,-73.95885,40.675
65,1,7106711,Manhattan,Private room,2,0.07,0,-73.99157,40.71485
55,2,83717038,Brooklyn,Private room,62,2.11,0,-73.95333,40.73714
60,1,41398005,Staten Island,Entire home/apt,25,0.91,12,-74.06766,40.59372
127,5,114541713,Queens,Entire home/apt,52,1.99,44,-73.79229,40.68619
50,3,22042865,Queens,Private room,1,1.0,341,-73.91644,40.75678
120,2,114552571,Staten Island,Entire home/apt,116,4.0,191,-74.08283,40.64332
165,1,15625009,Manhattan,Entire home/apt,152,5.32,228,-73.97627,40.78461
119,3,114568204,Bronx,Entire home/apt,75,2.74,146,-73.845,40.86673
150,1,1286399,Brooklyn,Private room,3,0.1,359,-73.91594,40.70072
65,1,114477998,Manhattan,Private room,186,6.38,199,-73.94233,40.79154
103,1,114477998,Manhattan,Private room,149,5.06,215,-73.94232,40.78966
65,3,53743935,Brooklyn,Private room,7,0.24,2,-73.95171,40.71096
80,5,420399,Manhattan,Private room,3,0.15,50,-73.95786,40.77158
160,1,99634835,Manhattan,Entire home/apt,68,2.33,19,-73.95358,40.77058
75,5,114700646,Queens,Private room,69,2.45,67,-73.88597,40.76123
35,1,55948559,Bronx,Private room,16,0.61,3,-73.84207,40.86686
55,1,11612872,Brooklyn,Private room,111,3.77,9,-73.95372,40.73571
55,5,96829433,Brooklyn,Private room,14,0.54,0,-73.93485,40.6924
46,1,9439324,Brooklyn,Private room,63,2.32,0,-73.9056,40.68699
95,2,69366752,Queens,Entire home/apt,153,5.31,106,-73.85434,40.73576
115,2,114736959,Brooklyn,Entire home/apt,63,2.23,140,-73.98465,40.57575
75,3,3236595,Manhattan,Private room,48,1.64,9,-73.94979,40.80926
47,4,51459559,Queens,Private room,39,1.5,292,-73.9154,40.75902
70,2,23714657,Brooklyn,Private room,5,0.27,272,-73.93736,40.69471
70,1,2350326,Queens,Private room,5,4.69,31,-73.91065,40.77811
100,4,14927662,Brooklyn,Entire home/apt,4,0.14,15,-73.99281,40.68255
135,3,1527966,Brooklyn,Entire home/apt,17,0.68,0,-73.95682,40.67395
145,2,114853757,Queens,Entire home/apt,42,1.63,310,-73.81541,40.58718
600,1,49701132,Manhattan,Entire home/apt,86,3.04,261,-74.00622,40.74187
89,4,108795105,Manhattan,Private room,7,0.26,188,-73.95054,40.78471
125,2,114877351,Queens,Entire home/apt,14,0.48,0,-73.92847,40.76646
135,3,15941961,Manhattan,Private room,126,4.42,3,-73.99305,40.76109
125,1,6387274,Manhattan,Private room,95,3.28,86,-73.97451,40.72415
70,2,4538012,Manhattan,Private room,89,3.28,249,-73.94002,40.80921
65,2,4538012,Manhattan,Private room,71,2.63,309,-73.94016,40.81055
489,3,114977427,Manhattan,Entire home/apt,81,3.01,152,-73.97994,40.77836
99,2,114988251,Brooklyn,Entire home/apt,26,2.05,272,-73.96176,40.65608
120,2,3236595,Manhattan,Private room,29,1.03,0,-73.94989,40.80937
160,5,36383228,Manhattan,Entire home/apt,25,0.9,0,-73.97908,40.72576
125,1,3939029,Manhattan,Private room,21,0.75,363,-73.98339,40.7252
300,3,9673465,Brooklyn,Entire home/apt,48,1.69,3,-73.94856,40.72282
115,3,115057851,Manhattan,Entire home/apt,86,2.99,85,-73.93946,40.80999
600,1,48891349,Manhattan,Entire home/apt,106,3.75,286,-74.00527,40.74049
100,3,115057851,Manhattan,Entire home/apt,103,3.61,32,-73.93813,40.80827
47,2,33675739,Manhattan,Private room,60,2.52,233,-73.93984,40.79315
130,3,33161690,Brooklyn,Entire home/apt,66,2.36,257,-73.95477,40.71722
230,3,26089606,Manhattan,Entire home/apt,13,0.46,260,-73.99313,40.75659
125,1,115092398,Manhattan,Entire home/apt,78,2.7,40,-73.94401,40.81843
85,2,97543375,Brooklyn,Private room,3,0.22,40,-73.94158,40.71506
110,6,45409030,Brooklyn,Entire home/apt,12,0.41,0,-73.97707,40.64309
100,5,780958,Manhattan,Private room,11,0.39,0,-73.97468,40.78587
80,1,41965551,Manhattan,Private room,131,4.56,20,-74.00266,40.72576
54,2,11167829,Manhattan,Private room,72,2.54,63,-73.94255,40.82935
60,1,114975592,Queens,Private room,37,1.53,84,-73.76417,40.66663
120,1,2771711,Manhattan,Entire home/apt,2,0.07,0,-73.9692,40.80212
100,1,92202937,Brooklyn,Private room,2,0.09,87,-73.9862,40.66632
100,1,114157738,Manhattan,Entire home/apt,19,0.66,0,-73.9636,40.80338
90,1,55468876,Queens,Entire home/apt,109,3.97,75,-73.90171,40.70575
89,2,78154356,Bronx,Entire home/apt,94,3.2,252,-73.82797,40.84752
85,1,51850937,Manhattan,Private room,209,7.18,252,-73.98234,40.73109
350,5,7616444,Manhattan,Entire home/apt,4,0.15,0,-73.98402,40.75029
285,1,27072611,Manhattan,Entire home/apt,79,2.7,310,-73.97896,40.73829
125,1,4628742,Manhattan,Entire home/apt,6,0.21,0,-74.00302,40.73394
109,1,36579189,Manhattan,Private room,63,2.23,0,-74.00047,40.7204
545,5,12578148,Manhattan,Entire home/apt,42,1.57,322,-73.99709,40.74353
208,4,2800064,Brooklyn,Entire home/apt,61,2.26,255,-73.95166,40.72399
100,2,16995590,Queens,Entire home/apt,45,1.7,360,-73.73185,40.65439
48,1,46108407,Manhattan,Private room,1,0.07,0,-73.93732,40.80224
60,2,1784335,Brooklyn,Private room,6,0.21,0,-73.95024,40.67627
78,1,115395049,Manhattan,Private room,38,1.3,138,-73.9894,40.72584
270,4,17727305,Brooklyn,Entire home/apt,48,1.73,172,-73.99298,40.69754
175,4,115517627,Brooklyn,Entire home/apt,1,0.05,0,-73.98423,40.69891
180,3,29240443,Manhattan,Entire home/apt,3,0.11,0,-73.98627,40.76106
30,1,113558977,Queens,Private room,120,4.1,112,-73.86017,40.7265
650,3,10590692,Manhattan,Entire home/apt,35,1.61,179,-74.00012,40.74443
70,1,1506191,Manhattan,Private room,26,1.08,0,-73.93588,40.85188
59,4,59505164,Brooklyn,Private room,74,2.52,85,-73.9449,40.68653
65,2,105631352,Manhattan,Private room,147,5.07,18,-73.97878,40.72537
80,3,45775461,Brooklyn,Private room,4,0.15,88,-73.96384,40.67365
100,2,21376087,Brooklyn,Entire home/apt,176,6.02,14,-73.95835,40.73301
200,2,4316106,Manhattan,Entire home/apt,43,1.48,0,-73.96721,40.7544
64,1,4576564,Queens,Private room,44,2.21,0,-73.88957,40.75625
60,1,10210950,Brooklyn,Private room,13,0.46,0,-73.91484,40.67704
50,1,21638962,Manhattan,Entire home/apt,1,0.03,0,-73.9401,40.84543
160,4,66978896,Brooklyn,Entire home/apt,21,0.75,189,-73.91291,40.69149
55,1,62023756,Queens,Private room,50,3.51,67,-73.7842,40.74637
90,2,84523696,Brooklyn,Private room,3,0.12,0,-73.91993,40.69423
98,2,45731391,Manhattan,Private room,20,0.77,0,-73.99004,40.72045
110,2,1226375,Manhattan,Entire home/apt,29,1.53,15,-73.9839,40.72334
170,3,6950431,Manhattan,Entire home/apt,1,0.03,0,-74.0031,40.73532
95,3,115845698,Brooklyn,Private room,72,2.56,67,-73.99315,40.68148
118,2,31546047,Manhattan,Private room,16,0.63,24,-73.98879,40.76553
43,2,278393,Brooklyn,Private room,88,3.02,84,-73.92409,40.69796
100,7,115854849,Queens,Entire home/apt,4,0.17,0,-73.92552,40.77355
45,2,23776693,Brooklyn,Private room,61,2.4,110,-73.92734,40.68412
199,2,12570191,Brooklyn,Entire home/apt,38,1.32,94,-73.96251,40.71262
146,1,114621718,Brooklyn,Entire home/apt,106,3.78,341,-73.98406,40.67706
239,3,4554793,Manhattan,Entire home/apt,15,0.65,42,-73.99912,40.73899
100,2,115939440,Queens,Entire home/apt,1,0.04,0,-73.90223,40.69645
103,2,115946844,Brooklyn,Entire home/apt,13,0.45,0,-73.99324,40.69819
159,2,3558557,Manhattan,Entire home/apt,15,0.57,33,-73.98913,40.73556
48,1,26432133,Queens,Private room,417,14.36,338,-73.87088,40.76367
96,2,81876750,Queens,Private room,18,0.62,364,-73.91465,40.76043
28,1,115993835,Brooklyn,Private room,31,1.08,1,-74.0076,40.63992
160,4,115567902,Manhattan,Entire home/apt,22,0.75,0,-73.97681,40.78141
30,1,115993835,Brooklyn,Private room,27,1.64,168,-74.00669,40.63929
50,1,116056294,Queens,Private room,34,1.17,347,-73.85331,40.73048
85,3,17928071,Brooklyn,Private room,12,0.58,289,-73.95631,40.71162
60,4,261608,Queens,Entire home/apt,3,0.1,0,-73.91848,40.772
175,4,13238971,Manhattan,Entire home/apt,5,0.23,8,-73.99969,40.74281
160,2,116126452,Brooklyn,Entire home/apt,17,0.59,3,-73.95341,40.70721
145,1,115395049,Manhattan,Private room,25,0.88,329,-73.98856,40.72598
37,1,51706510,Brooklyn,Shared room,9,0.31,0,-73.99118,40.6707
140,1,6489574,Manhattan,Entire home/apt,31,1.14,1,-73.98619,40.72759
45,2,40146897,Brooklyn,Private room,18,0.63,0,-73.922,40.67203
40,1,8159536,Bronx,Private room,11,0.42,239,-73.92035,40.83243
100,4,11638358,Brooklyn,Entire home/apt,77,2.66,100,-73.93783,40.69
40,2,26561588,Queens,Private room,1,0.03,0,-73.92368,40.7578
74,2,105631352,Manhattan,Private room,29,1.01,0,-73.97815,40.72412
62,1,116268542,Brooklyn,Entire home/apt,98,3.4,23,-73.88276,40.67404
150,1,3726590,Manhattan,Entire home/apt,6,0.21,7,-73.95506,40.76851
49,1,2158706,Manhattan,Private room,11,0.4,0,-73.94155,40.81288
200,5,40032009,Manhattan,Entire home/apt,2,0.07,0,-73.96367,40.80387
45,2,112261228,Brooklyn,Private room,72,2.54,51,-73.92157,40.69718
75,1,48076117,Brooklyn,Private room,213,7.71,52,-73.93215,40.6752
180,2,115259709,Staten Island,Entire home/apt,59,2.21,135,-74.08126,40.64508
355,5,7889472,Manhattan,Entire home/apt,14,0.49,89,-73.95672,40.81922
275,4,116365995,Queens,Entire home/apt,31,1.21,283,-73.90792,40.74705
49,1,2787,Brooklyn,Private room,19,0.7,360,-73.97382,40.60877
58,2,3236595,Manhattan,Private room,68,2.35,1,-73.95151,40.80754
179,2,116396065,Brooklyn,Entire home/apt,101,3.53,211,-73.9486,40.6027
95,1,116404073,Queens,Entire home/apt,240,9.66,253,-73.76303,40.66812
158,1,29893723,Manhattan,Entire home/apt,5,0.18,0,-74.00429,40.73115
165,2,95341719,Brooklyn,Entire home/apt,23,0.83,182,-73.94397,40.67013
169,2,95341719,Brooklyn,Entire home/apt,31,1.15,175,-73.94341,40.66977
135,2,6396827,Brooklyn,Entire home/apt,18,0.64,0,-73.94808,40.67083
85,3,116427778,Brooklyn,Entire home/apt,35,1.22,0,-73.91682,40.68318
53,2,11612872,Brooklyn,Private room,78,2.68,14,-73.95495,40.73643
185,7,114890218,Manhattan,Entire home/apt,20,0.71,23,-73.99139,40.76269
260,2,57655724,Manhattan,Entire home/apt,64,2.36,131,-73.97034,40.75598
160,2,8833885,Brooklyn,Entire home/apt,91,3.35,101,-73.9458,40.72385
100,4,5130754,Brooklyn,Entire home/apt,3,0.2,4,-73.99611,40.69343
240,2,11661027,Brooklyn,Entire home/apt,16,0.57,302,-73.9581,40.72699
300,5,29339405,Manhattan,Entire home/apt,3,0.12,115,-73.97701,40.76579
250,1,7384312,Manhattan,Entire home/apt,67,2.46,185,-73.98715,40.71306
60,7,17713747,Manhattan,Private room,1,0.05,0,-73.93237,40.85369
69,1,62023756,Queens,Private room,62,4.26,65,-73.78327,40.74624
75,5,1409823,Brooklyn,Entire home/apt,16,0.58,15,-73.94998,40.68859
60,1,40741349,Manhattan,Private room,3,0.21,341,-73.94083,40.83705
80,3,1432946,Brooklyn,Private room,179,6.17,191,-73.92458,40.69554
110,1,6807898,Manhattan,Private room,7,0.24,45,-73.99266,40.76076
160,2,126718,Manhattan,Entire home/apt,1,0.04,0,-73.9975,40.73958
65,2,55198931,Brooklyn,Private room,12,0.44,294,-73.96517,40.64774
175,2,2168789,Brooklyn,Entire home/apt,15,0.54,4,-73.95675,40.72938
150,3,23919461,Manhattan,Private room,87,3.09,39,-74.00365,40.73381
144,2,32694917,Brooklyn,Entire home/apt,24,1.43,14,-73.95402,40.71186
95,2,4428742,Manhattan,Private room,2,0.07,0,-73.95965,40.76875
100,2,78866824,Manhattan,Private room,16,0.56,0,-73.96503,40.80238
56,4,46493114,Brooklyn,Private room,34,1.23,18,-73.95427,40.67756
150,7,4680813,Queens,Entire home/apt,12,0.42,3,-73.9314,40.76752
70,3,1432946,Brooklyn,Private room,174,6.03,202,-73.92351,40.69652
170,4,31857792,Brooklyn,Entire home/apt,8,0.29,1,-73.99125,40.68766
200,3,116870039,Manhattan,Entire home/apt,72,2.55,249,-73.9778,40.74511
175,2,34386241,Manhattan,Entire home/apt,4,0.14,0,-73.98421,40.7261
45,4,116881616,Brooklyn,Private room,17,0.65,17,-74.01083,40.60382
175,2,116889152,Manhattan,Entire home/apt,145,5.0,127,-73.94583,40.81961
90,1,42814202,Queens,Entire home/apt,26,0.9,358,-73.78707,40.74227
78,1,116871769,Brooklyn,Private room,55,2.01,345,-73.94858,40.71018
100,1,104235754,Brooklyn,Entire home/apt,27,0.98,39,-73.95421,40.68336
175,2,63771415,Manhattan,Entire home/apt,35,1.22,0,-73.98159,40.72713
250,3,116992515,Manhattan,Entire home/apt,28,1.03,51,-74.00294,40.73023
91,6,114075917,Manhattan,Private room,1,0.05,0,-73.98878,40.73241
200,1,10291534,Brooklyn,Entire home/apt,63,2.29,270,-73.96326,40.71372
40,1,10475653,Brooklyn,Private room,122,4.21,222,-73.97435,40.64769
50,1,117108525,Queens,Private room,72,2.98,129,-73.91412,40.74603
110,3,115854410,Brooklyn,Entire home/apt,116,4.03,216,-73.947,40.68469
69,5,5334697,Manhattan,Private room,33,1.17,1,-73.93639,40.84114
103,5,42024722,Manhattan,Private room,77,2.73,79,-74.00139,40.74462
100,2,12501130,Brooklyn,Entire home/apt,106,3.72,28,-73.93705,40.67656
73,5,5334697,Manhattan,Private room,41,1.45,228,-73.93694,40.84099
180,2,108982711,Queens,Entire home/apt,70,2.64,175,-73.91485,40.75651
79,1,2450673,Manhattan,Entire home/apt,4,0.14,0,-73.94063,40.84417
99,1,65232368,Queens,Entire home/apt,49,1.7,247,-73.73915,40.76978
100,5,42024722,Manhattan,Private room,66,2.37,99,-74.00107,40.7456
125,6,1789596,Brooklyn,Entire home/apt,10,0.36,239,-73.95417,40.70744
149,5,24878388,Brooklyn,Entire home/apt,1,0.04,0,-73.96824,40.67305
58,2,16328732,Manhattan,Entire home/apt,9,0.32,0,-73.95001,40.76253
250,5,117347203,Manhattan,Entire home/apt,69,2.44,163,-73.97925,40.7443
160,3,40438814,Manhattan,Entire home/apt,31,1.08,136,-73.98215,40.72117
70,4,103960,Manhattan,Private room,35,1.24,0,-73.95287,40.80113
289,2,572879,Manhattan,Private room,128,4.52,252,-74.00119,40.7435
29,2,4120523,Brooklyn,Private room,58,2.02,0,-73.92918,40.70616
75,1,11196496,Bronx,Private room,127,4.45,134,-73.92824,40.83173
35,1,112910861,Queens,Private room,61,2.12,124,-73.76032,40.59745
82,1,117365574,Manhattan,Private room,147,5.08,292,-73.9954,40.74819
35,1,112910861,Queens,Private room,42,1.52,124,-73.7602,40.59692
70,2,16066047,Brooklyn,Private room,12,0.47,120,-73.95918,40.67919
75,2,8140134,Manhattan,Private room,2,0.1,0,-73.94664,40.83712
120,3,1339545,Brooklyn,Entire home/apt,125,4.51,61,-73.97981,40.67005
200,3,117399779,Brooklyn,Private room,5,0.18,0,-73.96497,40.71304
65,5,42864513,Brooklyn,Private room,69,2.4,104,-73.9375,40.68469
178,3,15034908,Manhattan,Entire home/apt,84,2.92,74,-73.99354,40.7621
45,2,25270209,Brooklyn,Entire home/apt,3,0.1,0,-73.94757,40.68146
99,3,32405588,Brooklyn,Private room,46,1.62,141,-73.96002,40.71059
325,2,43682230,Manhattan,Entire home/apt,2,0.09,180,-73.98539,40.72056
209,4,108621536,Manhattan,Entire home/apt,2,0.08,0,-73.94696,40.77279
249,4,115827173,Queens,Entire home/apt,6,0.29,353,-73.81928,40.71512
600,2,34474212,Manhattan,Entire home/apt,93,3.38,251,-74.00129,40.73444
65,4,117492425,Staten Island,Entire home/apt,96,3.42,147,-74.08059,40.64596
99,4,117507630,Brooklyn,Entire home/apt,55,2.06,17,-73.93224,40.67018
250,3,117521391,Manhattan,Private room,33,1.18,167,-73.98954,40.73828
90,5,1450005,Brooklyn,Entire home/apt,2,0.07,0,-73.95084,40.71493
120,2,99556266,Manhattan,Private room,37,1.33,304,-73.93305,40.7993
54,2,52132241,Brooklyn,Private room,53,2.3,8,-73.93273,40.67293
125,3,20410925,Manhattan,Entire home/apt,30,1.08,4,-73.94803,40.78007
126,1,71482332,Manhattan,Entire home/apt,31,1.12,0,-73.96203,40.76684
110,7,117685023,Manhattan,Entire home/apt,3,0.11,0,-73.96831,40.80355
49,4,117699517,Queens,Private room,2,0.09,355,-73.88111,40.75602
98,2,117742969,Brooklyn,Entire home/apt,6,0.93,359,-73.9472,40.69392
289,3,9558820,Brooklyn,Entire home/apt,7,0.26,0,-73.95822,40.71813
110,4,49117269,Queens,Private room,40,1.41,47,-73.92555,40.75851
45,3,21697069,Brooklyn,Private room,5,0.18,0,-73.97871,40.64465
169,2,110858930,Queens,Entire home/apt,65,2.33,263,-73.74546,40.69206
275,1,95341719,Brooklyn,Entire home/apt,26,0.96,271,-73.94351,40.66971
50,2,106272021,Brooklyn,Private room,16,0.57,43,-73.93796,40.66067
36,5,76186812,Brooklyn,Private room,8,1.31,0,-73.94445,40.68083
110,2,25426687,Brooklyn,Entire home/apt,45,1.65,342,-73.9981,40.64551
105,3,16145840,Manhattan,Private room,21,1.14,9,-73.93964,40.79877
75,4,13392996,Manhattan,Entire home/apt,75,2.64,166,-73.9383,40.8339
100,7,59900881,Queens,Entire home/apt,37,1.42,0,-73.84599,40.66406
75,4,42835213,Brooklyn,Private room,27,0.95,54,-73.95178,40.64841
30,1,113558700,Queens,Private room,61,2.17,361,-73.86035,40.72749
109,1,117930151,Queens,Private room,35,1.23,364,-73.94016,40.74454
88,2,117945802,Brooklyn,Entire home/apt,11,0.39,0,-73.94293,40.6425
500,1,1261480,Manhattan,Private room,13,0.62,361,-73.95004,40.80825
100,1,117962524,Brooklyn,Private room,1,0.03,0,-73.95254,40.60913
55,1,200243,Manhattan,Private room,8,0.28,293,-73.9435,40.8255
75,1,118084951,Brooklyn,Entire home/apt,162,5.7,1,-73.93725,40.72214
56,2,30054890,Brooklyn,Private room,4,0.14,0,-73.94952,40.70818
160,7,118110284,Brooklyn,Entire home/apt,3,0.12,43,-73.96234,40.71447
77,3,4378763,Queens,Private room,48,1.72,332,-73.93102,40.75276
65,5,12767750,Manhattan,Private room,2,0.07,0,-73.94394,40.81161
98,6,20851517,Manhattan,Private room,1,0.15,8,-73.98812,40.76654
400,6,5635997,Manhattan,Entire home/apt,5,0.19,108,-73.96853,40.79456
64,2,432867,Brooklyn,Private room,16,0.57,6,-73.97095,40.67613
70,4,118199454,Brooklyn,Private room,15,1.05,35,-73.92998,40.6975
250,1,2610519,Manhattan,Entire home/apt,2,0.07,0,-73.991,40.74252
249,3,118208750,Manhattan,Entire home/apt,2,0.08,0,-74.00181,40.73773
175,4,12588825,Manhattan,Private room,3,0.11,0,-73.97452,40.79358
69,2,118226205,Brooklyn,Private room,61,2.14,42,-73.94158,40.71738
198,3,1397707,Manhattan,Entire home/apt,9,0.35,127,-73.9379,40.81446
69,2,4173425,Manhattan,Entire home/apt,65,2.38,11,-73.94051,40.81767
60,2,109773614,Brooklyn,Private room,32,1.15,0,-73.9128,40.67809
103,2,2522596,Manhattan,Entire home/apt,12,0.42,0,-73.99183,40.76051
135,2,116889152,Manhattan,Entire home/apt,138,4.83,45,-73.9458,40.81968
31,5,33116792,Queens,Private room,75,2.7,13,-73.90068,40.69406
245,3,1377444,Brooklyn,Entire home/apt,33,1.19,60,-73.94154,40.68409
72,1,12302104,Manhattan,Private room,134,4.69,251,-73.98105,40.72386
123,7,3637890,Manhattan,Entire home/apt,3,0.11,0,-73.99613,40.73565
90,3,5684780,Brooklyn,Private room,3,0.11,0,-73.95123,40.68348
20,1,86108833,Bronx,Shared room,116,4.09,5,-73.83007,40.84034
50,1,2464187,Staten Island,Private room,12,0.42,0,-74.08423,40.63703
41,1,32357613,Brooklyn,Private room,12,0.42,0,-73.92356,40.68759
75,1,118378908,Brooklyn,Private room,15,0.56,325,-73.94986,40.71531
105,3,4035291,Brooklyn,Entire home/apt,93,4.16,89,-73.95523,40.67308
55,2,118341133,Brooklyn,Private room,2,0.07,0,-73.92269,40.70537
100,1,2861103,Brooklyn,Private room,82,2.95,0,-73.9413,40.71992
65,1,118394855,Brooklyn,Private room,14,0.49,0,-73.94634,40.71499
149,2,118400082,Queens,Entire home/apt,51,1.9,242,-73.85334,40.74122
50,1,52129673,Manhattan,Private room,17,1.11,0,-73.94785,40.82827
78,3,1730026,Manhattan,Private room,3,0.21,166,-73.98857,40.7127
75,1,105315839,Queens,Entire home/apt,75,2.66,294,-73.77454,40.66989
133,2,7275333,Manhattan,Private room,37,1.39,33,-73.97336,40.73695
150,2,8435480,Brooklyn,Entire home/apt,115,4.26,32,-73.94978,40.72398
140,3,775409,Brooklyn,Entire home/apt,34,2.95,54,-73.96126,40.69478
122,7,118554120,Manhattan,Entire home/apt,7,0.27,0,-73.95013,40.78073
85,3,11968765,Manhattan,Private room,71,2.54,60,-73.93232,40.85338
45,4,90215210,Brooklyn,Private room,37,1.29,84,-73.93088,40.67167
31,1,47735494,Queens,Private room,37,1.3,0,-73.87022,40.72701
125,2,118547015,Manhattan,Entire home/apt,16,0.57,0,-73.99866,40.72103
100,4,114093125,Manhattan,Entire home/apt,65,2.3,48,-73.93634,40.8269
60,2,1923413,Brooklyn,Private room,18,0.63,0,-73.94126,40.70772
80,2,8381084,Manhattan,Entire home/apt,12,0.43,8,-73.99893,40.71264
150,3,46599828,Manhattan,Entire home/apt,6,0.23,0,-73.98523,40.74481
160,2,37519641,Brooklyn,Entire home/apt,4,0.42,313,-74.0354,40.61364
59,2,87889145,Brooklyn,Entire home/apt,68,3.5,240,-73.90285,40.64458
30,3,16356565,Brooklyn,Shared room,27,1.25,1,-73.95073,40.63356
85,2,11620529,Manhattan,Entire home/apt,2,0.08,0,-73.94682,40.81108
35,1,32788186,Manhattan,Shared room,27,0.95,33,-73.93596,40.85321
68,2,57050977,Brooklyn,Entire home/apt,22,0.78,0,-73.94873,40.71397
300,1,11427289,Manhattan,Private room,1,0.04,0,-73.99614,40.73484
75,1,971418,Queens,Entire home/apt,73,2.75,273,-73.92464,40.76101
350,3,118727691,Brooklyn,Entire home/apt,27,1.0,303,-73.97431,40.69353
